local_id,longitude,latitude,peso,pontos_cobertos_tipo_0,pontos_cobertos_tipo_1
62,-45.832384480724,-23.374694034977797,90.73,"[17, 35, 62, 70, 91]","[17, 35, 62, 63, 64, 70, 91]"
63,-45.82861119589855,-23.343094570757508,90.43,"[17, 63, 64, 91]","[17, 35, 62, 63, 64, 70, 91]"
64,-45.83915125506841,-23.34828793246166,88.41,"[17, 63, 64, 91]","[17, 28, 35, 62, 63, 64, 70, 91]"
65,-46.12281418538869,-23.3659723192082,88.2,"[43, 65]","[22, 43, 65, 98]"
66,-46.07008541732307,-23.260410303633464,83.98,"[1, 16, 21, 49, 53, 66, 68, 73]","[1, 9, 10, 16, 21, 31, 46, 49, 51, 53, 55, 66, 68, 73, 79, 96]"
67,-45.91863870552336,-23.245373235873082,44.04,"[2, 41, 44, 47, 48, 67, 82, 95]","[2, 6, 12, 23, 37, 41, 44, 47, 48, 50, 56, 67, 76, 82, 85, 95]"
68,-46.089353403739814,-23.25264836914218,38.57,"[1, 9, 31, 46, 51, 53, 66, 68, 79]","[1, 3, 9, 15, 16, 21, 25, 30, 31, 32, 46, 49, 51, 53, 66, 68, 73, 79, 81, 84, 97]"
69,-45.922268800826394,-23.343986951986018,61.09,"[57, 60, 69, 83, 90]","[5, 24, 28, 29, 57, 60, 61, 69, 74, 83, 89, 90, 92, 94]"
70,-45.82570222329997,-23.373014346616085,35.23,"[17, 35, 62, 70, 91]","[17, 35, 62, 63, 64, 70, 91]"
71,-46.09250231922084,-23.32737967079953,31.2,"[7, 22, 34, 71, 80, 87]","[4, 7, 22, 26, 34, 40, 43, 71, 72, 80, 87, 88, 98]"
72,-46.073909501868805,-23.3548971308971,46.95,"[7, 22, 34, 40, 72, 98]","[4, 7, 11, 22, 34, 40, 71, 72, 80, 87, 88, 98]"
73,-46.0673293534521,-23.27426485469954,87.36,"[16, 21, 55, 66, 73]","[1, 4, 9, 16, 20, 21, 26, 31, 46, 49, 53, 55, 66, 68, 73, 87, 96]"
74,-45.89881431279215,-23.323571176481583,25.3,"[24, 28, 29, 57, 61, 74, 83, 92]","[12, 24, 28, 29, 45, 56, 57, 60, 61, 69, 74, 78, 83, 89, 90, 92, 94]"
75,-46.117684806228525,-23.20207212374724,58.83,"[3, 8, 15, 27, 32, 38, 42, 52, 54, 75, 81, 84]","[3, 8, 9, 15, 25, 27, 30, 32, 38, 42, 51, 52, 54, 75, 79, 81, 84, 97]"
76,-45.900738573934625,-23.273903636491912,32.78,"[2, 6, 12, 19, 23, 39, 45, 47, 56, 76, 78, 82, 95]","[2, 6, 12, 19, 23, 24, 39, 41, 44, 45, 47, 48, 50, 56, 61, 67, 76, 78, 82, 85, 92, 95]"
77,-45.8314784180244,-23.282971309668813,53.2,"[14, 58, 77]","[14, 19, 58, 77]"
78,-45.88881734708878,-23.291090155366998,52.33,"[12, 19, 39, 45, 56, 76, 78, 92]","[2, 6, 12, 19, 23, 24, 29, 39, 45, 47, 50, 56, 57, 58, 61, 74, 76, 78, 82, 92, 95]"
79,-46.0852028086814,-23.230920291736695,76.15,"[1, 3, 9, 15, 30, 32, 46, 51, 53, 68, 79, 81, 84, 97]","[1, 3, 8, 9, 15, 21, 25, 30, 31, 32, 38, 42, 46, 49, 51, 52, 53, 54, 66, 68, 75, 79, 81, 84, 97]"
80,-46.08153900693128,-23.32233723523153,83.73,"[4, 7, 26, 34, 71, 80, 87]","[4, 7, 11, 22, 26, 34, 36, 40, 43, 71, 72, 80, 87, 88, 96, 98]"
81,-46.11223669305886,-23.220570865003126,25.87,"[3, 8, 9, 15, 25, 27, 30, 32, 38, 42, 51, 52, 54, 75, 79, 81, 84, 97]","[1, 3, 8, 9, 15, 25, 27, 30, 31, 32, 38, 42, 46, 51, 52, 53, 54, 68, 75, 79, 81, 84, 97]"
82,-45.90422529956379,-23.255088647879248,34.6,"[2, 6, 41, 44, 47, 48, 67, 76, 82, 85, 95]","[2, 6, 12, 19, 23, 39, 41, 44, 45, 47, 48, 50, 56, 67, 76, 78, 82, 85, 95]"
83,-45.92662755683797,-23.3251311479131,12.88,"[5, 24, 57, 60, 61, 69, 74, 83, 89, 90, 94]","[5, 12, 23, 24, 28, 29, 45, 50, 56, 57, 60, 61, 69, 74, 83, 86, 89, 90, 92, 93, 94]"
84,-46.09824925385172,-23.211408626014116,97.77,"[3, 8, 15, 27, 30, 32, 38, 42, 52, 54, 75, 79, 81, 84, 97]","[1, 3, 8, 9, 15, 25, 27, 30, 32, 38, 42, 46, 51, 52, 53, 54, 68, 75, 79, 81, 84, 97]"
85,-45.87985603493708,-23.24164022225299,23.4,"[2, 6, 41, 44, 48, 82, 85, 95]","[2, 6, 19, 39, 41, 44, 47, 48, 67, 76, 82, 85, 95]"
86,-45.959022430216805,-23.29786299996714,92.01,"[5, 13, 33, 86, 89, 93, 94]","[5, 12, 13, 23, 33, 50, 56, 60, 61, 83, 86, 89, 90, 93, 94]"
87,-46.0841621025279,-23.313646966494208,1.3,"[4, 7, 26, 34, 71, 80, 87]","[4, 7, 11, 22, 26, 34, 36, 40, 43, 55, 71, 72, 73, 80, 87, 88, 96, 98]"
88,-46.04834618730488,-23.32901939759981,16.29,"[4, 7, 11, 26, 36, 88]","[4, 7, 11, 20, 26, 34, 36, 40, 55, 71, 72, 80, 87, 88, 96, 98]"
89,-45.944751883740835,-23.311635812606756,62.23,"[5, 13, 50, 60, 61, 83, 86, 89, 90, 93, 94]","[5, 12, 13, 23, 24, 29, 33, 45, 50, 56, 57, 60, 61, 69, 74, 83, 86, 89, 90, 92, 93, 94]"
90,-45.93411144418051,-23.33247334190642,6.87,"[5, 57, 60, 61, 69, 83, 89, 90, 94]","[5, 24, 29, 50, 57, 60, 61, 69, 74, 83, 86, 89, 90, 92, 93, 94]"
91,-45.81883894955156,-23.35633802966031,94.35,"[17, 35, 62, 63, 64, 70, 91]","[17, 35, 62, 63, 64, 70, 91]"
92,-45.89995483451425,-23.310282440239217,24.11,"[12, 24, 29, 45, 57, 61, 74, 78, 92]","[5, 12, 19, 23, 24, 28, 29, 39, 45, 50, 56, 57, 61, 69, 74, 76, 78, 83, 89, 90, 92, 94]"
93,-45.949578233057125,-23.305676687512246,31.17,"[5, 13, 50, 86, 89, 93, 94]","[5, 12, 13, 23, 24, 33, 45, 50, 56, 57, 60, 61, 83, 86, 89, 90, 93, 94]"
94,-45.93860381652866,-23.31318601681535,35.5,"[5, 24, 50, 60, 61, 83, 86, 89, 90, 93, 94]","[5, 12, 13, 23, 24, 29, 45, 50, 56, 57, 60, 61, 69, 74, 83, 86, 89, 90, 92, 93, 94]"
95,-45.898286143420414,-23.258638574358045,76.87,"[2, 6, 39, 41, 44, 47, 67, 76, 82, 85, 95]","[2, 6, 12, 19, 23, 39, 41, 44, 45, 47, 48, 50, 56, 67, 76, 78, 82, 85, 95]"
96,-46.04473552334216,-23.29681752602071,17.9,"[4, 11, 20, 26, 36, 55, 96]","[0, 4, 7, 11, 16, 20, 21, 26, 36, 55, 59, 66, 73, 80, 87, 88, 96]"
97,-46.11329171137437,-23.228771464486936,94.42,"[3, 9, 15, 25, 42, 46, 51, 79, 81, 84, 97]","[1, 3, 8, 9, 15, 25, 27, 30, 31, 32, 38, 42, 46, 51, 52, 53, 54, 68, 75, 79, 81, 84, 97]"
98,-46.08205763258695,-23.352888833976014,82.85,"[22, 34, 40, 72, 98]","[4, 7, 22, 34, 40, 43, 65, 71, 72, 80, 87, 88, 98]"
99,-45.997683785863074,-23.25731975324977,61.77,"[0, 59, 99]","[0, 10, 20, 33, 59, 99]"
